y_texts,y_pred_probs,y_pred
usairways rebooked sucked big time crappy layover customer service subpar,[ 5.473341  -3.0683305 -2.346556 ],0
united bags yet palm springs airport lax come beat bags,[ 5.2775187 -2.358093  -2.9061615],0
americanair platinum flying usair stranded clt answering phones rebook please help,[ 3.6190546  -0.16281103 -3.863974  ],0
jetblue boston,[-2.1129832  4.3426976 -2.0938692],1
jetblue boston gate c,[ 0.40955362  3.5273185  -3.9156516 ],1
united efficient layout kiosksbag drop lines would help definition space additional friendly helpful staff,[ 3.39337  -2.489632 -1.14614 ],0
united hours ago need work bag make hotel time need go elsewhere,[ 5.4117312 -2.937504  -2.405587 ],0
americanair curious thanks response always good bad better competition,[-1.7466826 -1.9679878  4.1337094],2
usairways never flying guys customer service awful,[ 5.4552455 -3.0928392 -2.393273 ],0
jetblue managers telling us write letter upset tickets leave tomorrow getting cancelled flightled without notice,[ 5.2970524 -1.6542399 -3.5971045],0
jetblue thanks credit hr delay tell customer service means lot,[ 0.6333353 -2.1374624  1.7051938],2
southwestair beautiful thanks ton,[-2.9046113 -2.222223   5.946947 ],2
jetblue wsj team offer access journal digital journal,[-3.035977   5.503715  -2.5028117],1
americanair also wait hours speak someone phone cant wait hours,[ 5.5535913 -2.8062766 -2.795306 ],0
united tonight got hotel hrs traveling still reaching destination disappointed thanks,[ 5.4551463 -3.0093193 -2.4304574],0
americanair ok noone help bag lost honeymoon months ago responsible professional,[ 5.463782  -3.1020987 -2.3603766],0
usairways delayed flight phil stt looks like well miss car ferry john lodging help housing,[ 4.9030905 -2.1998193 -2.7501018],0
virginamerica mean dont policy destroyed luggage,[ 5.148273 -2.828126 -2.493613],0
jetblue flights delayed gtgtgt,[ 2.4071505  2.0465863 -4.8154025],0
usairways already question still say progress askpaypal days,[ 5.6495833 -2.3670099 -3.2666728],0
jetblue thank love anxious flyer,[-2.891298  -1.777759   5.3143864],2
americanair thank contacting american email address written unmonitored account”,[ 5.2839246 -2.7431448 -2.58801  ],0
usairways forget reservations thank great leadership company ive cancelled flighted flight thank,[-2.2469196 -2.5104606  5.363707 ],2
united yes terrible service courrier,[ 5.1178546 -2.451544  -2.6666098],0
united dont understand isnt flight paid premium getting cancelled flighted best next available flight,[ 5.2277665 -2.7851553 -2.537193 ],0
united really addressed somewhere website find completely irritating amp unable take flight,[ 5.3579526 -3.0785673 -2.3814185],0
usairways hold two hours got hung oh god,[ 5.536009  -3.0589876 -2.4351408],0
americanair last hours customer service horrendous flown delta,[ 5.391456  -2.948929  -2.3714273],0
usairways cancelled flighted flight told call rebook hold minutes still waiting,[ 5.5213656 -2.7480438 -2.7218935],0
southwestair twitter cust svc rule dont say fell short told u u u cant solve problem dont say anything,[ 4.8278017 -2.563482  -2.0869439],0
americanair flight ba departing tomorrow wednesday cancelled flightled anyone make airport weather,[ 4.4006453 -2.0477638 -2.2887113],0
united friends sitting houston since flight cancelled flightedstill dont answers,[ 5.4908977 -2.375882  -3.1753914],0
usairways americanair get thru hold hours,[ 5.440493  -2.7322462 -2.5847237],0
usairways youve completely ruined pro athletes ability prepare race wont help get bike needs dr,[ 5.4861465 -2.5487561 -2.9471266],0
jetblue flight fll sfo speed line even though paid coffee flight non stop unscheduled stop,[ 5.1236835 -3.0317018 -2.0888395],0
jetblue would go dallas see grand baby miss much feel like piece heart,[-3.295585   0.5674137  3.29137  ],2
usairways best follow please🙏🙏🙏✌️✌️✌️🙏🙏🙏,[-3.1334825 -2.0689948  5.9107766],2
jetblue guys know musicians sensitive safety instruments flying good reason,[-1.4108502  0.3689893  1.0856088],2
virginamerica sfopdx schedule still mia,[ 0.5930676  3.5783317 -4.6443257],1
americanair bag yet located th time ive checked tracking bag hard system,[ 5.3846354 -2.672064  -2.7897937],0
americanair excellent love guys first class ill hug yall see shortly,[-2.7322543 -2.6367886  6.1076913],2
united hi flight try book new one way flight departure shows pm seems accurate,[ 2.8225882 -0.5226407 -2.431338 ],0
united terrible experience ua th st exit row economy zero legroom row booked return cant change,[ 5.65936   -2.9209673 -2.6974816],0
americanair stuck plane dallas thats supposed going okc theres issue w plane idea much longer,[ 5.5316157 -3.1833193 -2.3619075],0
jetblue tried calling multiple times wait finally connects get hung,[ 5.4495654 -2.961713  -2.3795865],0
united guy named otis ord knows able get bag upgraded sure,[ 1.122218    0.56982964 -1.4693049 ],0
jetblue well thankfully theyve got nice food court herewhen update posted,[-3.3294022  2.3414886  1.4205456],1
united hope corporate office ready deal rage created shitty service bullshit pilots,[ 5.3740973 -3.1898577 -2.2098234],0
americanair would awfully nice could send alert flight cancelled flighted text email love,[ 3.5386386 -1.4688605 -2.2579772],0
united tried book flight iahmnl departing returning advertising flights cant book,[ 4.1685576  -0.85295814 -3.5660617 ],0
southwestair fixing wifi rd flight working series plane like old plane,[ 1.8582468  -1.3126401  -0.32976112],0
jetblue whole plane flight lga pbi,[ 0.7867455  2.4094365 -3.472657 ],1
southwestair answered right away new res cant rebook people supposed leave today worst customer service,[ 5.2799697 -3.196075  -2.0831282],0
americanair seems like queue times high q waiting agent almost hourflight got cancelled flightled,[ 5.581597  -2.8975344 -2.5307558],0
united thanks weather understandable every single domestic flight delayed inbound intl flights crazy,[ 2.875934  -2.031667  -0.8843571],0
usairways spoke phone times resolution im still waiting get money back prices jacked,[ 5.5336742 -3.0463257 -2.454686 ],0
southwestair love southwest accept flight attendants many talents always,[-2.38395   -2.1530454  5.1740603],2
americanair waiting line hour san antonio barely moved amp two agents front amp least behind,[ 5.3119926 -2.7807786 -2.426593 ],0
americanair slept miami airport due mechanical issues given bonus miles try make right,[ 5.469788  -3.0554209 -2.3810706],0
usairways given,[ 3.7827833 -2.6869953 -0.9947504],0
americanair exactly ill flying aa dullesairport dallas airline trust,[-3.1613772 -1.9017786  5.619559 ],2
united link email offers u sent year buytransfer milesthe last expired,[ 0.5352639  3.5273693 -4.4475455],1
jetblue want helpful find us seat dont quote terms conditions,[ 5.3862524 -2.7945683 -2.4301605],0
united ask lot customers routinely screw know right,[ 4.996329  -1.7736093 -3.3775241],0
virginamerica awaiting return phone call would prefer use online selfservice option,[ 5.167409  -1.711557  -3.5620732],0
usairways trying talk dividend miles rep days holding hours day options,[ 5.144431  -2.195522  -2.9879339],0
americanair flight dca need change asap help cant get,[ 5.0927796 -1.8624878 -3.4804585],0
usairways keep calling help line keeps saying busy help amp call back late flightr week,[ 5.2363205 -2.7799306 -2.412347 ],0
usairways keep missing updated connections need make friends wedding,[ 4.8388133 -1.3807738 -3.7762363],0
united thanks jt,[-4.011269   0.5587386  3.846883 ],2
united dont know aware premier access lines closed terminal feel love,[ 3.1244164 -1.4761379 -1.9730049],0
jetblue hmmm says im following got deiced still haning around runway clear,[ 2.4333344 -0.8964156 -1.5662853],0
usairways help im falling one planes,[ 3.3783166 -0.8289934 -2.8606803],0
united need assistance due incompetence need reschedule connection never fly united,[ 5.514951 -3.047963 -2.456209],0
southwestair thx customer service rep alex patient help reflight booking problems cancelled flighted flight getting us tmrw,[-2.926113  -1.6517465  5.15358  ],2
united still sucks dont understand two cust service agents long line houston international b gate,[ 5.5953727 -2.5537188 -2.9499142],0
united help appreciated thats looong wait help something thats fault,[ 5.480335  -2.8716455 -2.666951 ],0
united whats girl gotta get flight name change bought one mean ex boyfriend needs girls trip stat,[ 3.7475245 -0.7757018 -2.9933035],0
southwestair thanks opportunity,[-3.8678753  -0.97927684  5.341965  ],2
southwestair mins hold finally hung ridiculous wait times assist cancelled flighting reservation,[ 5.5405726 -2.9616253 -2.457884 ],0
americanair snow st louis cold snow hub flights welcome,[-4.0989375  5.192695  -1.1553513],1
united thank flew newark vaileagle,[-3.985655  -0.6710336  5.277968 ],2
americanair tickets offices boston impossible book phone use vouchers website headache please help,[ 4.651772  -1.2944717 -3.550371 ],0
stop madness jetblue fleets fleek,[-0.8941473  1.1887916 -0.0429648],1
peak rt jetblue fleets fleek,[-0.9432608  3.4153063 -2.823723 ],1
usairways ive hold minutes terrible customer service messed reservation,[ 5.568913  -2.880592  -2.5674856],0
americanair big surprise flight delayed hopefully hours like flight thanks sleepless night,[ 5.4695964 -3.0558524 -2.4289842],0
usairways sat ramp min missed connection one seems concerned usairways,[ 5.4976916 -3.1919062 -2.3510752],0
southwestair listening center open seating like planes,[-0.3765842  2.7686093 -2.3342664],1
southwestair broke stroller wife baby gate checked told problem calling list preferred line,[ 5.4524627 -2.9203331 -2.4552286],0
americanair went check flight hr advance husband seated separately hr flight happen,[ 4.444118  -0.6578893 -3.8750098],0
jetblue guys really bad jetblue someone better call wife back get handled waits hold,[ 5.6147313 -3.0622523 -2.4857595],0
americanair makes small improvements retains program win keep crappy food change advantage lose,[ 5.23891   -2.9956574 -2.2585952],0
usairways flight going cancelled flightled every week might well business class,[ 3.7513082 -1.1366066 -2.5428324],0
jetblue shes woman whos lead working gate c,[ 4.5594525 -1.6707493 -2.978903 ],0
jetblue apparently,[ 3.2843988 -1.6551923 -1.413692 ],0
southwestair almost gate sf please wait seconds,[ 4.941379  -2.7687647 -2.1117098],0
united terribly disappointed confirmed reservation delayed cust service staff helpful finding alternate solution,[ 5.255162  -2.97385   -2.2993188],0
jetblue late flight lost almost hours bay area weekend mention two hours unnecessary vacation time work,[ 5.52955   -2.9553149 -2.5534253],0
united lost bag process broken agent promised theyd call amp hold bag found theyre waking w delivery,[ 5.5327992 -3.1620228 -2.3344796],0
virginamerica getaway deals may oneway lots cool cities,[-1.3213876   1.6290479  -0.17541881],1
usairways hundreds people line less half desks manned clt help,[ 4.7137465 -2.3580353 -2.5486732],0
united flights far year delays including cancelled flightations late flightst reason crew needed mandatory sleep mexico,[ 5.5099473 -2.8630552 -2.471683 ],0
americanair sort live chat feature uk right call would cost us alot,[ 1.3455504  3.1261504 -4.8042927],1
united must people waiting line customer service den deal flight cancelled flightations,[ 5.259604  -2.542101  -2.5464184],0
americanair late flight boarded exit rows taken could gotten worse guy next shouldve bought seats,[ 5.485064  -2.9811318 -2.3845756],0
americanair appreciate update also appreciated pilots effort explain us accurate authoritative comms vital,[ 0.37913674 -2.013252    1.8219202 ],2
usairways garywerk poor excuse towards front plane sandwiches pay,[ 5.454434  -3.1228726 -2.3596275],0
americanair flying us air changes cancelled flightations leading todays big finale unacceptable,[ 5.4615912 -2.819229  -2.6822665],0
southwestair jh thank finally got second time,[-2.4582634 -1.7998414  5.04574  ],2
united least could offer ticket coach instead cancelled flighting reservation glitch,[ 4.3228    -1.1681591 -2.8349764],0
southwestair flight delayed hours another week another delayed flight,[ 5.5439105 -2.6702726 -2.7990196],0
usairways long reply,[ 2.132027   2.4726655 -4.4858103],1
united also cant preselect seats sfogtyyz flight im canadian flight booking problems,[ 5.4059515 -2.428057  -2.9285228],0
jetblue glitches website flight booking problems travel amp checking nothing ur site amp airport communicated nightmare,[ 5.4267845 -2.960037  -2.3659217],0
united dont know flight details bc need explore options im unable bc site wont let meseems ongoing,[ 5.1638436 -1.5146803 -3.7696786],0
jetblue hung get name took accountability keeping hold min next rep able track name,[ 5.6285787 -2.7296777 -2.7641406],0
virginamerica flight way supposed take minutes ago website still shows time flight thanks,[ 4.87069   -2.903921  -1.9644781],0
usairways hi guys flights still time site app cant check thanks,[ 4.3718333 -2.2831    -2.3252094],0
southwestair id favorite band met bestfriends thanks would life changing see,[-3.4242413 -1.8175035  6.042483 ],2
southwestair long delayed boarding get free drink,[ 2.0408585  -0.89179766 -0.9208642 ],0
southwestair wasnt hour frustrated hang,[ 5.3854103 -3.047218  -2.141442 ],0
southwestair yes pleasemy son lives nj,[-4.2526684   4.852021   -0.72209215],1
usairways pride service concerns wife everyone else flight dont care,[ 3.1072464  -2.9066155  -0.18488905],0
americanair received email requesting call res keep getting kicked phone system help,[ 5.577438  -2.5192251 -3.1021197],0
usairways us feb kim says leaving minutes paperwork done wheels hours late flightr,[ 5.630461  -2.4228308 -3.100284 ],0
southwestair could please tell way add rr flight already took place,[ 3.8814378 -0.8107535 -2.9952044],0
usairways flt rsw could extended courtsey waiting min us gates closed r faces ur fired,[ 5.4053206 -2.9019742 -2.3869445],0
united im desperately trying understand girlfriend treated cancelled flightleddelayed flight,[ 5.3387876 -2.7030933 -2.6142704],0
americanair id happy hold phone phone system allowing simply hangs,[ 5.6142573 -2.593726  -3.0569947],0
jetblue little time thatlol well actually lot days im excited,[-4.106606 -0.438285  5.256952],2
americanair says web site u fly directly ord dub try book says stopped,[ 5.2332616 -2.6616454 -2.5528743],0
please dont rt “jetblue fleets fleek,[ 1.2935064  1.7497098 -3.2789516],1
usairways going planned understatement flight changed werent family emergency id cancelled flight,[ 5.226503  -2.5074646 -2.8007867],0
americanair got paying extra sit way back awesome never,[ 5.564829  -2.9674113 -2.5755217],0
usairways whole handling jokeboston logan one little old ladyone handling customers,[ 5.2443204 -3.215954  -1.9898084],0
americanair also problem calling us airlines send automatic call email rebook courtesy,[ 5.425664 -2.406227 -2.889604],0
jetblue get email thought wasnt supposed reply those😂,[ 2.3253102  1.5386722 -4.060346 ],0
usairways call hung,[ 5.2771616 -2.8550546 -2.24793  ],0
americanair cant keep dialing guys day get callback queue,[ 5.4852014 -3.0172465 -2.3165948],0
usairways doesnt take account cost rent car drive home,[ 5.2225823 -2.6008935 -2.5245001],0
americanair thanks forcing check carry luggage exactly spent extra money travel size toiletries,[ 5.463204  -3.054686  -2.4576273],0
americanair yes however seats assign us day never together want sit husband impossible,[ 5.1057515 -2.761739  -2.2687614],0
americanair ive hold half hours thanks cancelled flighting flight notifying,[ 4.889764  -3.2782423 -1.5805756],0
jetblue min line stood drop bag,[ 5.5931363 -2.8390849 -2.5850422],0
usairways mean pm id vegas id allowed original flight,[ 3.3336024  0.9244682 -4.4811053],0
united thanks letting sleep dia ensure ruin much vacation possible wait fuck,[ 5.367806  -3.3097982 -2.0504248],0
united thanks means minutes make international connection hkg,[ 5.387549  -2.854386  -2.5109024],0
jetblue ridiculous hours coming waiting deplane newborns board,[ 5.44535   -2.4832146 -2.9609692],0
americanair told pm bags would house pm well theyre continue lied,[ 5.5161595 -2.8172967 -2.6882539],0
usairways get,[ 4.199852  -2.2171214 -1.8048712],0
united huge kudos fo sundays flt sjoiad handed daughter first pair wings keeping traditions alive,[-3.0046546 -2.0851042  5.6858172],2
southwestair never choose usairways,[ 5.273545  -2.9357588 -2.3208706],0
united earth could close united club atlanta major airport size,[ 3.6456723 -1.5732156 -2.1730433],0
americanair cost dollars flight cancelled flightled couldnt even give food comp fly jetblue delta take,[ 5.3710213 -3.0043015 -2.2775881],0
southwestair finally boarded looks like ill make final destination baggage wont baggagefail,[ 4.5445943 -2.5624068 -1.9385692],0
virginamerica get help support ticket days incident thank,[-2.2477348  0.9944238  1.4338564],2
usairways thanks incurred us approximately dollars fees due staff members screw,[ 5.2664046 -3.2813318 -1.9378041],0
usairways thanks betty working gate ilm lovely gate agents clt helping get home phx tonight instead tomorrow,[-3.916661   -0.90593666  5.52014   ],2
americanair gotta worse delta w time departures rushed back terminal c flight havent strtd boarding,[ 5.554316  -3.0873346 -2.4019902],0
americanair origindestinationdates going us airways connecting flight aa direct flight award saver level,[-2.2257965  3.5762758 -1.5451094],1
usairways suck philadelphia let us plane,[ 5.4099784 -2.9337795 -2.4378529],0
usairways admirals club clt rude ignorant front desk staffamericanair fallen farthanks doug parker,[ 5.4951053 -2.911425  -2.5717134],0
southwestair told customer service customer relations extend expiration date unused travel funds,[ 2.692186  1.406391 -4.098476],0
usairways follow experience,[ 2.6607637   0.22617346 -2.9060113 ],0
usairways happy note crew wonderful cant say enough great things pilot hes us,[-2.2105048 -2.681445   5.5557427],2
jetblue another awesome telephone experience jetblue thank cory,[-2.5531247 -2.7883983  5.934275 ],2
united ual laxjfk,[-0.55115783  4.459673   -4.419987  ],1
united held flight group nearly people,[ 5.1196694 -2.4048772 -2.8201697],0
americanair worst airline cancelled flight flight dont even let us know even though traveling children,[ 5.514666  -2.829726  -2.7121985],0
united cs thinks miles repair damage done interesting travel united exp worst flight ever,[ 5.172549  -3.1123562 -2.104031 ],0
southwestair invite fallow helacohlc learn activitiesprevention programs health condomrito familywe r c,[-2.2523868  5.571673  -3.5263371],1
jetblue request nothing rescheduling customer service bad attitude today,[ 5.4658804 -3.0600746 -2.2688682],0
united yes file claim soon carousel stopped without bag got email found sched delivery,[ 5.5678267 -2.6131532 -2.9731238],0
jetblue thanks replyingi feel little better well see goes ☺️✈️,[-3.996281  -1.4084798  5.9773717],2
americanair im trying call book reward ticket one world partners automated system wont let talk great job,[ 4.8954434 -3.374078  -1.5468184],0
virginamerica poor experience first computer problem seat malfunction stuck missing meeting san diego,[ 5.5645566 -2.580778  -2.8478286],0
united sandra ur international checkin counter rude offensive commented didnt care complained cuz yrs,[ 5.3762393 -3.0592134 -2.258625 ],0
united eventually approach bags like alaskaair get,[ 5.4471455 -1.9330331 -3.5898657],0
thanks united imranr question wait time baggage ua,[-2.6772785  1.2305083  1.6977178],2
jetblue received horrible customer service lax reservation cancelled flighted without notification despite confirmation number,[ 5.212908  -2.736271  -2.3497114],0
jetblue bother contacting already checked flight 😕,[ 4.9132743 -1.8341345 -3.093842 ],0
usairways garbage trying book reward flight got cancelled flighted still cant get anyone phone unacceptable,[ 5.518715  -3.0783076 -2.460337 ],0
usairways werent able without reflight booking problems recharging amount plus fee help phone spoke agents amp jeanine,[ 4.399829  -0.9675613 -3.4662597],0
united hire extra customer service reps minute wait time ask one question would rather fly another airline thanks,[ 5.4498696 -3.080621  -2.3704193],0
southwestair im going need answer phones hold hour isnt okay,[ 5.6053967 -2.7650774 -2.8898017],0
united despicable spoke many diff people amp everyone telling something different claim need bag,[ 5.379061  -2.9071126 -2.270766 ],0
virginamerica website im trying check,[ 0.64975256  3.6375988  -4.6628146 ],1
southwestair contact missing rapid rewards credit,[ 1.6820731  2.6560931 -4.403453 ],1
usairways link broken online baggage locator already tried gave useful information,[ 5.435836  -3.0953844 -2.3420439],0
americanair serious thread maybe guys reread,[ 3.766612   -0.07570271 -4.0620284 ],0
united sato rebooked upset travel office fix couldnt,[ 4.9251065 -2.918306  -2.050196 ],0
jetblue huge fan great brands people great things… guys rock happy share love,[-2.4776604 -2.4227827  5.5263395],2
united flights went great improved view airline cheers flight attendents ua deserve raise,[-2.1332257 -2.0932407  4.7480826],2
virginamerica luggage severely dentedmissing wheel coming baggage claim san luggage agent miranda think wasnt help,[ 5.4239616 -2.8598144 -2.491042 ],0
united wow deal plus seats available easy change make customer happy,[-0.1060223 -2.3618758  2.9227521],2
jetblue mechanical failure isnt boston fault,[ 4.3381686 -1.9462693 -2.579    ],0
united cheap couldnt afford run ac took pressure cooker new level,[ 4.1423345 -2.0264785 -2.3472257],0
southwestair one obtain companion pass,[-2.7274365  4.95233   -2.0597503],1
americanair leave us stranded send baggage important medication different city daysampapologise voucher appalling,[ 5.4569755 -2.9014256 -2.5750968],0
united charged one way baggagefind others leaving pittsburgh equipment werent charged hung,[ 5.551638  -2.2176187 -3.3149774],0
southwestair sent email customer relations calling tomorrow,[-1.2120248  4.8886323 -3.932675 ],1
jetblue indeed,[-3.0944307  4.6219306 -1.4973271],1
southwestair loyal southwest beginning unhappy devaluation,[ 4.9611735 -1.3849299 -3.7969403],0
united please moved seats lost upgrade seat l ticket hand l,[ 4.858155  -1.5596229 -3.3930285],0
jetblue 👍 think ill come take nap terminal,[-3.4906452   0.42383963  3.136249  ],2
southwestair second time row havent received text updates flight time change dont offer wont use,[ 5.4781885 -2.6197398 -2.8251836],0
usairways thanks overflight booking problems first class automatically downgrading upgrade min boarding,[ 0.41220087 -2.3611605   2.2186835 ],2
usairways letting us go runway mechanical problems,[ 5.375727  -3.0121782 -2.3689256],0
usairways fabulous thank much looking forward taking skies,[-1.8621682 -2.9376004  5.4698   ],2
virginamerica dont understand need dm give answer damaged luggage policy,[ 5.412244  -2.7923353 -2.6344738],0
united send confirmation number get home safe sound pay expensive services,[ 5.2915273 -2.6720011 -2.7482822],0
americanair half hour late flight leaving dfwno attempt explanation,[ 5.532149 -2.484144 -2.991479],0
united could tell bag would accepted personal item bring one carryon bag plus,[ 3.03628   -1.8525641 -1.2235698],0
usairways informed three hour delay pick phone get another flight,[ 5.4348145 -3.1219509 -2.189112 ],0
americanair go plane ready going find crew run time like last night,[ 5.5089507 -2.8221776 -2.624446 ],0
usairways phone hour waiting without answer 😩,[ 5.2479186 -2.106589  -3.257275 ],0
southwestair hear bad things flying last weekends flights crews awesome thank 👍👍,[-2.5357106 -2.3303647  5.464306 ],2
americanair flight dallas sfo cancelled flighted cant get anything else tomorrow wont put,[ 4.545268  -1.4520882 -3.337609 ],0
southwestair alist program complete joke company value loyal customerstime look another goto airliner,[ 4.633462 -3.214593 -1.351798],0
southwestair please start offering services triflight ashevilleair airports drive hrs use u,[ 0.21684787  0.63319343 -0.31280681],1
usairways americanair bring guinea pigs small pet carrier onboard flights,[-3.4442613  5.298059  -1.872759 ],1
usairways looking help recover item left airplane evening,[ 2.7866309   0.44966194 -3.473304  ],0
usairways going make wait phone long time least turn ads eating away soul,[ 5.336758  -2.9003277 -2.4674394],0
united hrs since flight landed zero info missing bag rough eta would hugely helpful restore confidence,[ 5.497226  -3.0778596 -2.4752543],0
usairways nd february row stranded us try return cancun contact info way rebook,[ 5.41991   -2.1497598 -3.249769 ],0
usairways fault flight delayed begin shouldnt check bag theres bunch space,[ 4.8106656 -2.4628038 -2.499836 ],0
hey united flight iah pos leave late flight one back iah early rather get pos earlier,[ 2.5502632 -0.5773762 -2.2052982],0
southwestair always fly sw,[-2.1809106 -0.6600572  3.6249008],2
usairways update flightits three hours delayed thank,[ 5.2196703 -3.2500813 -2.012242 ],0
americanair changing dest city award reservation party fee pax first rest,[-1.9419084  4.9480357 -3.3274972],1
americanair rtw planner spec circle pacific let even plan demo routes website,[ 3.9967887 -0.9603118 -2.8149486],0
united like clockwork friday afternoon flights las den running late flight seem happen consistently,[ 5.3154383 -2.5865066 -2.5600624],0
usairways cancelled flights flight ny times make decided sampgs theyll cancelled flight return flight thanks,[ 2.7597835 -1.4909173 -1.4634291],0
americanair jameswester see james dedicated inbound phone lines telephones eat billions profits,[ 4.910973  -1.6002697 -3.3434422],0
united first officer ua checking prior departure ewr yesterday cell safety,[ 1.4875349  1.9804772 -4.1738386],1
united traveling fra thru iad mco tomorrow concerned abt iad weather cant change advisory issued advice,[-0.09575564  3.8547409  -4.1125474 ],1
southwestair best money hungry,[ 2.357135   -1.3159035  -0.83345234],0
usairways still cant get real person phone book flight ready go since care,[ 5.533546  -2.9687805 -2.6014874],0
united said would give us refund days late flightr refund,[ 5.377702  -2.2484176 -3.0274305],0
americanair computer systems cant leave without flight plan eta american air,[ 5.409168  -2.8782737 -2.5369453],0
southwestair got next time know paying extra make line,[ 5.0615425 -2.8459413 -2.0708373],0
usairways americanair someone please tell talk,[ 5.3119335 -1.645082  -3.5786293],0
usairways well miss gate agents rebooked boarding pass waiting landed time lunch amp beverage easy cheesy,[ 4.6859717 -2.7066314 -1.9696914],0
united airline biggest joke operation world,[ 4.929194  -3.1691782 -1.7915864],0
americanair money change flight dont answer phones suggestions make commitment,[ 5.6867247 -2.5750153 -2.99355  ],0
southwestair able change flight without fees oh two free checked bags best airline ever,[-1.5480243 -2.3272479  4.5421867],2
americanair u r horriblewent online cancelled flight flightno buttonthatcalled cs ampwait time minsampput hungupnohelp,[ 0.7732519  3.4972155 -4.6949496],1
usairways charlotte staff needs prayerdisappointed response mishaps lotttttttt pissed people,[ 5.49548   -2.9050138 -2.6589303],0
virginamerica interesting flying cancelled flight next four flights planned,[ 3.5556533  -0.97847223 -2.6223004 ],0
americanair told minute wait time waiting hours hour gone ridiculous,[ 5.4735093 -2.6613436 -2.778734 ],0
jetblue sadly app also experiencing difficulties flight information boards keeping updated,[ 5.0138702 -1.7465265 -3.3988414],0
jetblue ridiculous got home supposed land hours ago bc hella tired,[ 5.2593246 -3.1188147 -2.0767136],0
southwestair ive hold hour type ridiculous need link chart routes time,[ 5.166056  -2.6928298 -2.4638417],0
usairways uh yeah flight boarded amp hr late flightr still sit update dca,[ 5.5402646 -2.590473  -2.8271344],0
united yes trying upgrade seat available spots,[ 3.009205   1.2938054 -4.4627743],0
americanair saga continues,[ 5.031286  -1.4012601 -3.5966532],0
southwestair incredibly frustrating emailed still havent received response,[ 5.4406095 -2.7329748 -2.7100172],0
united news,[-1.4588528  4.629459  -3.1741726],1
united hi bought flight united ebokeers paris miami chance check everything ok,[-1.7979068  5.214895  -3.7279184],1
southwestair woohoo made day looked couldnt find thank,[-2.4809911 -2.583905   5.918672 ],2
usairways minutes means public transit home expensive cab promises doesnt make,[ 5.4215245 -3.1325693 -2.318003 ],0
virginamerica dreaming really open route dallas austin mean houston might next,[-2.9517074  4.9039655 -2.0591257],1
jetblue case making jackass allowed favor sayget right care lessme vacation true seeampeter scott,[ 1.5123135  -0.54216355 -0.7714647 ],0
usairways clt departures delayed hoping make connection lengthy take delay endless taxiing clt,[ 5.549518  -2.7341526 -2.7288673],0
united maybe dont play video flights outfitted w wifi flights wifi isnt working✈️,[ 5.188133  -2.3614914 -2.957438 ],0
southwestair u cancelled flight flight phx bc sdf weather flights ne sdf still going wtf,[ 5.4879804 -2.6857643 -2.7481966],0
jetblue nonprofit arc would love tickets rely airlines extractions saving abducted children returning home,[ 2.0057228   0.82921225 -3.4401248 ],0
southwestair needed refund cancelled flightled flights morning hold hour x,[ 5.265298  -3.0539436 -2.1557803],0
americanair lpalumbo weather sun,[ 2.728503  -1.2478145 -1.3994777],0
jetblue guessing call someone,[ 3.979058    0.70242685 -4.5010676 ],0
americanair disgusting chicken entree ive ever seen standards seriously nosedived,[ 5.5642867 -2.948641  -2.5843534],0
jetblue markiepost id like see markie,[-2.6514142  5.701443  -3.1725147],1
jetblue crew one helping,[-0.33103412 -0.60071605  0.8930614 ],2
united come airline flights last year makes check carryon even gate checkbaggage claim,[ 5.3762817 -2.743509  -2.4551265],0
usairways todays flight philadelphia little disappointing unnecessary delays even snowing fl,[ 5.4780803 -3.0302303 -2.373185 ],0
southwestair michaelbcoleman thanks making new direct flight san francisco,[-4.3027983 -0.5931402  5.262013 ],2
usairways americanair major issues getting boston crew exceptional lets see things roll philly,[ 2.0721812  -2.070216    0.02690766],0
united long take get response customer service complaint done email,[ 2.0434754  3.0614002 -5.4373465],1
united yes,[-3.6241698   4.023812   -0.27383748],1
americanair follow back dm guys,[-2.655564   5.5772443 -3.0511892],1
usairways dont time taking amtrak home call partial refunds,[ 4.741592  -2.6869636 -1.9987231],0
americanair thats ok thanks letting know appreciate responses,[-3.0063684 -1.526788   4.824967 ],2
usairways really,[ 5.077904  -2.3414972 -2.7047236],0
united follow order dmcome,[-1.5904627  5.498589  -4.0326767],1
usairways changed flight times trip bumped delta amp great experience never flying us air never,[ 5.2036357 -3.142516  -2.017006 ],0
“jetblue fleets fleek wtf 😂😂😂😂,[ 3.9366148   0.41481286 -4.545345  ],0
jetblue makes two us lol,[-4.9071026  3.6768763  1.2884902],1
americanair thank quick responses usually fantastic customer service thats shocked wasnt,[-0.91086787 -2.179693    3.372167  ],2
southwestair stop ur bs promos ✈️anywhere starting click everywhere id fly place thats cle,[ 4.8588576 -2.5979164 -2.3060162],0
united hire pos pilots thanks ruining trip allowing see buddy turns,[ 5.2197547 -3.32879   -1.8223141],0
jetblue tried helpful really dissatisfied flight booking problems whole trip jet blue time around besides flights,[ 4.9068637 -2.6677892 -2.1815436],0
virginamerica started flight scolding using overhead bin offered person seated next,[ 5.336457  -2.360894  -2.8803265],0
southwestair following bad,[ 4.1484094 -1.0320601 -3.2572691],0
americanair,[-0.26375443  2.3926117  -1.9049643 ],1
virginamerica hows direct flight fllgtsfo unexpected layover vegas fuel yet peeps next bought vegas flight,[ 4.5087395 -1.6552858 -2.9434385],0
